timestamp,temperature
2010-04-06 01:10:00,1.93
2010-04-06 01:20:00,1.89
2010-04-06 01:30:00,1.85
2010-04-06 01:40:00,1.79
2010-04-06 01:50:00,1.81
2010-04-06 02:00:00,1.84
2010-04-06 02:10:00,1.93
2010-04-06 02:20:00,1.92
2010-04-06 02:30:00,1.82
2010-04-06 02:40:00,1.79
2010-04-06 02:50:00,1.66
2010-04-06 03:00:00,1.64
2010-04-06 03:10:00,1.62
2010-04-06 03:20:00,1.7
2010-04-06 03:30:00,1.66
2010-04-06 03:40:00,1.59
2010-04-06 03:50:00,1.61
2010-04-06 04:00:00,1.62
2010-04-06 04:10:00,1.63
2010-04-06 04:20:00,1.59
2010-04-06 04:30:00,1.57
2010-04-06 04:40:00,1.51
2010-04-06 04:50:00,1.5
2010-04-06 05:00:00,1.5
2010-04-06 05:10:00,1.55
2010-04-06 05:20:00,1.55
2010-04-06 05:30:00,1.51
2010-04-06 05:40:00,1.62
2010-04-06 05:50:00,1.59
2010-04-06 06:00:00,1.57
2010-04-06 06:10:00,1.57
2010-04-06 06:20:00,1.59
2010-04-06 06:30:00,1.68
2010-04-06 06:40:00,1.72
2010-04-06 06:50:00,1.84
2010-04-06 07:00:00,2.03
2010-04-06 07:10:00,2.16
2010-04-06 07:20:00,2.38
2010-04-06 07:30:00,2.55
2010-04-06 07:40:00,2.69
2010-04-06 07:50:00,3.16
2010-04-06 08:00:00,3.31
2010-04-06 08:10:00,3.84
2010-04-06 08:20:00,5.23
2010-04-06 08:30:00,5.99
2010-04-06 08:40:00,6.55
2010-04-06 08:50:00,6.51
2010-04-06 09:00:00,7.03
2010-04-06 09:10:00,7.63
2010-04-06 09:20:00,8.2
2010-04-06 09:30:00,8.6
2010-04-06 09:40:00,8.7
2010-04-06 09:50:00,8.83
2010-04-06 10:00:00,9.31
2010-04-06 10:10:00,9.78
2010-04-06 10:20:00,9.95
2010-04-06 10:30:00,10.35
2010-04-06 10:40:00,10.44
2010-04-06 10:50:00,11.11
2010-04-06 11:00:00,11.36
2010-04-06 11:10:00,11.55
2010-04-06 11:20:00,11.74
2010-04-06 11:30:00,11.96
2010-04-06 11:40:00,11.81
2010-04-06 11:50:00,12.03
2010-04-06 12:00:00,12.28
2010-04-06 12:10:00,12.49
2010-04-06 12:20:00,12.45
2010-04-06 12:30:00,12.58
2010-04-06 12:40:00,12.64
2010-04-06 12:50:00,12.94
2010-04-06 13:00:00,13.48
2010-04-06 13:10:00,13.76
2010-04-06 13:20:00,13.6
2010-04-06 13:30:00,13.5
2010-04-06 13:40:00,13.88
2010-04-06 13:50:00,13.63
2010-04-06 14:00:00,13.87
2010-04-06 14:10:00,13.44
2010-04-06 14:20:00,13.64
2010-04-06 14:30:00,13.93
2010-04-06 14:40:00,14.16
2010-04-06 14:50:00,13.9
2010-04-06 15:00:00,13.9
2010-04-06 15:10:00,14.2
2010-04-06 15:20:00,14.12
2010-04-06 15:30:00,14.25
2010-04-06 15:40:00,14.29
2010-04-06 15:50:00,13.98
2010-04-06 16:00:00,13.96
2010-04-06 16:10:00,13.94
2010-04-06 16:20:00,14.01
2010-04-06 16:30:00,14.36
2010-04-06 16:40:00,14.43
2010-04-06 16:50:00,14.41
2010-04-06 17:00:00,14.06
2010-04-06 17:10:00,13.79
2010-04-06 17:20:00,13.83
2010-04-06 17:30:00,13.9
2010-04-06 17:40:00,13.74
2010-04-06 17:50:00,13.38
2010-04-06 18:00:00,13.18
2010-04-06 18:10:00,12.8
2010-04-06 18:20:00,12.66
2010-04-06 18:30:00,12.5
2010-04-06 18:40:00,12.34
2010-04-06 18:50:00,12.13
2010-04-06 19:00:00,11.9
2010-04-06 19:10:00,11.53
2010-04-06 19:20:00,11.1
2010-04-06 19:30:00,10.82
2010-04-06 19:40:00,10.62
2010-04-06 19:50:00,10.52
2010-04-06 20:00:00,10.4
2010-04-06 20:10:00,10.08
2010-04-06 20:20:00,9.85
2010-04-06 20:30:00,9.57
2010-04-06 20:40:00,9.36
2010-04-06 20:50:00,9.17
2010-04-06 21:00:00,8.99
2010-04-06 21:10:00,8.84
2010-04-06 21:20:00,8.77
2010-04-06 21:30:00,8.82
2010-04-06 21:40:00,8.84
2010-04-06 21:50:00,8.47
2010-04-06 22:00:00,8.12
2010-04-06 22:10:00,7.84
2010-04-06 22:20:00,7.64
2010-04-06 22:30:00,7.47
2010-04-06 22:40:00,7.34
2010-04-06 22:50:00,7.25
2010-04-06 23:00:00,7.13
2010-04-06 23:10:00,6.99
2010-04-06 23:20:00,6.9
2010-04-06 23:30:00,6.81
2010-04-06 23:40:00,6.63
2010-04-06 23:50:00,6.47
2010-04-07 00:00:00,6.32
2010-04-07 00:10:00,6.15
2010-04-07 00:20:00,6.03
2010-04-07 00:30:00,5.89
2010-04-07 00:40:00,5.46
2010-04-07 00:50:00,4.66
2010-04-07 01:00:00,4.54
2010-04-07 01:10:00,4.6
2010-04-07 01:20:00,4.39
2010-04-07 01:30:00,3.75
2010-04-07 01:40:00,3.8
2010-04-07 01:50:00,4.17
2010-04-07 02:00:00,4.08
2010-04-07 02:10:00,4.17
2010-04-07 02:20:00,4.34
2010-04-07 02:30:00,4.49
2010-04-07 02:40:00,4.35
2010-04-07 02:50:00,3.64
2010-04-07 03:00:00,3.37
2010-04-07 03:10:00,3.94
2010-04-07 03:20:00,4.16
2010-04-07 03:30:00,3.85
2010-04-07 03:40:00,3.03
2010-04-07 03:50:00,2.34
2010-04-07 04:00:00,2.32
2010-04-07 04:10:00,2.66
2010-04-07 04:20:00,2.54
2010-04-07 04:30:00,2.2
2010-04-07 04:40:00,1.95
2010-04-07 04:50:00,1.56
2010-04-07 05:00:00,1.55
2010-04-07 05:10:00,1.92
2010-04-07 05:20:00,2.65
2010-04-07 05:30:00,3.5
2010-04-07 05:40:00,3.09
2010-04-07 05:50:00,1.84
2010-04-07 06:00:00,1.6
2010-04-07 06:10:00,1.72
2010-04-07 06:20:00,2.72
2010-04-07 06:30:00,3.81
2010-04-07 06:40:00,4.38
2010-04-07 06:50:00,4.31
2010-04-07 07:00:00,4.25
2010-04-07 07:10:00,4.62
2010-04-07 07:20:00,5.34
2010-04-07 07:30:00,5.94
2010-04-07 07:40:00,6.46
2010-04-07 07:50:00,7.16
2010-04-07 08:00:00,7.77
2010-04-07 08:10:00,8.22
2010-04-07 08:20:00,7.99
2010-04-07 08:30:00,8.24
2010-04-07 08:40:00,9.18
2010-04-07 08:50:00,10.06
2010-04-07 09:00:00,10.69
2010-04-07 09:10:00,10.19
2010-04-07 09:20:00,10.4
2010-04-07 09:30:00,10.82
2010-04-07 09:40:00,11.07
2010-04-07 09:50:00,11.08
2010-04-07 10:00:00,11.41
2010-04-07 10:10:00,11.59
2010-04-07 10:20:00,11.83
2010-04-07 10:30:00,12.21
2010-04-07 10:40:00,12.64
2010-04-07 10:50:00,12.95
2010-04-07 11:00:00,13.2
2010-04-07 11:10:00,13.3
2010-04-07 11:20:00,13.27
2010-04-07 11:30:00,13.43
2010-04-07 11:40:00,13.94
2010-04-07 11:50:00,14.15
2010-04-07 12:00:00,14.4
2010-04-07 12:10:00,14.61
2010-04-07 12:20:00,14.56
2010-04-07 12:30:00,14.88
2010-04-07 12:40:00,15.16
2010-04-07 12:50:00,15.36
2010-04-07 13:00:00,15.22
2010-04-07 13:10:00,15.41
2010-04-07 13:20:00,15.77
2010-04-07 13:30:00,15.85
2010-04-07 13:40:00,15.92
2010-04-07 13:50:00,15.89
2010-04-07 14:00:00,16.08
2010-04-07 14:10:00,15.82
2010-04-07 14:20:00,16.08
2010-04-07 14:30:00,15.96
2010-04-07 14:40:00,16.29
2010-04-07 14:50:00,16.42
2010-04-07 15:00:00,16.9
2010-04-07 15:10:00,17.07
2010-04-07 15:20:00,17.2
2010-04-07 15:30:00,17.17
2010-04-07 15:40:00,17.3
2010-04-07 15:50:00,17.63
2010-04-07 16:00:00,17.66
2010-04-07 16:10:00,17.9
2010-04-07 16:20:00,17.82
2010-04-07 16:30:00,17.81
2010-04-07 16:40:00,18.32
2010-04-07 16:50:00,18.36
2010-04-07 17:00:00,18.08
2010-04-07 17:10:00,17.7
2010-04-07 17:20:00,17.81
2010-04-07 17:30:00,18.02
2010-04-07 17:40:00,17.89
2010-04-07 17:50:00,17.76
2010-04-07 18:00:00,17.31
2010-04-07 18:10:00,16.55
2010-04-07 18:20:00,16.3
2010-04-07 18:30:00,16.1
2010-04-07 18:40:00,15.8
2010-04-07 18:50:00,15.19
2010-04-07 19:00:00,14.72
2010-04-07 19:10:00,14.38
2010-04-07 19:20:00,14.2
2010-04-07 19:30:00,14.11
2010-04-07 19:40:00,14.02
2010-04-07 19:50:00,13.81
2010-04-07 20:00:00,13.44
2010-04-07 20:10:00,13.13
2010-04-07 20:20:00,12.78
2010-04-07 20:30:00,12.28
2010-04-07 20:40:00,11.82
2010-04-07 20:50:00,11.6
2010-04-07 21:00:00,11.16
2010-04-07 21:10:00,10.73
2010-04-07 21:20:00,10.5
2010-04-07 21:30:00,10.59
2010-04-07 21:40:00,10.49
2010-04-07 21:50:00,9.99
2010-04-07 22:00:00,9.27
2010-04-07 22:10:00,8.75
2010-04-07 22:20:00,9.53
2010-04-07 22:30:00,9.83
2010-04-07 22:40:00,9.7
2010-04-07 22:50:00,9.57
2010-04-07 23:00:00,9.23
2010-04-07 23:10:00,9.01
2010-04-07 23:20:00,8.49
2010-04-07 23:30:00,7.74
2010-04-07 23:40:00,8.01
2010-04-07 23:50:00,8.0
2010-04-08 00:00:00,8.01
2010-04-08 00:10:00,8.04
2010-04-08 00:20:00,7.95
2010-04-08 00:30:00,7.9
2010-04-08 00:40:00,7.82
2010-04-08 00:50:00,7.82
2010-04-08 01:00:00,7.76
2010-04-08 01:10:00,7.89
2010-04-08 01:20:00,7.82
2010-04-08 01:30:00,7.69
2010-04-08 01:40:00,7.21
2010-04-08 01:50:00,6.25
2010-04-08 02:00:00,6.19
2010-04-08 02:10:00,6.22
2010-04-08 02:20:00,4.82
2010-04-08 02:30:00,4.05
2010-04-08 02:40:00,4.86
2010-04-08 02:50:00,5.4
2010-04-08 03:00:00,5.16
2010-04-08 03:10:00,4.41
2010-04-08 03:20:00,4.15
2010-04-08 03:30:00,4.28
2010-04-08 03:40:00,3.92
2010-04-08 03:50:00,3.65
2010-04-08 04:00:00,3.43
2010-04-08 04:10:00,3.25
2010-04-08 04:20:00,3.03
2010-04-08 04:30:00,2.98
2010-04-08 04:40:00,2.65
2010-04-08 04:50:00,2.47
2010-04-08 05:00:00,2.13
2010-04-08 05:10:00,1.91
2010-04-08 05:20:00,1.88
2010-04-08 05:30:00,2.11
2010-04-08 05:40:00,2.3
2010-04-08 05:50:00,2.41
2010-04-08 06:00:00,2.41
2010-04-08 06:10:00,2.67
2010-04-08 06:20:00,3.62
2010-04-08 06:30:00,4.62
2010-04-08 06:40:00,4.88
2010-04-08 06:50:00,4.85
2010-04-08 07:00:00,5.3
2010-04-08 07:10:00,6.21
2010-04-08 07:20:00,6.83
2010-04-08 07:30:00,6.75
2010-04-08 07:40:00,6.72
2010-04-08 07:50:00,7.12
2010-04-08 08:00:00,7.78
2010-04-08 08:10:00,7.14
2010-04-08 08:20:00,7.04
2010-04-08 08:30:00,8.21
2010-04-08 08:40:00,7.94
2010-04-08 08:50:00,8.49
2010-04-08 09:00:00,8.89
2010-04-08 09:10:00,9.76
2010-04-08 09:20:00,11.17
2010-04-08 09:30:00,11.77
2010-04-08 09:40:00,12.22
2010-04-08 09:50:00,12.69
2010-04-08 10:00:00,13.28
2010-04-08 10:10:00,13.81
2010-04-08 10:20:00,13.63
2010-04-08 10:30:00,14.49
2010-04-08 10:40:00,15.03
2010-04-08 10:50:00,16.09
2010-04-08 11:00:00,16.28
2010-04-08 11:10:00,16.65
2010-04-08 11:20:00,17.12
2010-04-08 11:30:00,16.99
2010-04-08 11:40:00,17.04
2010-04-08 11:50:00,17.15
2010-04-08 12:00:00,17.75
