timestamp,temperature
2010-09-05 09:20:00,9.38
2010-09-05 09:30:00,10.45
2010-09-05 09:40:00,11.33
2010-09-05 09:50:00,11.42
2010-09-05 10:00:00,11.52
2010-09-05 10:10:00,11.78
2010-09-05 10:20:00,12.3
2010-09-05 10:30:00,12.66
2010-09-05 10:40:00,12.94
2010-09-05 10:50:00,13.39
2010-09-05 11:00:00,13.59
2010-09-05 11:10:00,13.9
2010-09-05 11:20:00,13.85
2010-09-05 11:30:00,13.93
2010-09-05 11:40:00,14.26
2010-09-05 11:50:00,14.54
2010-09-05 12:00:00,14.22
2010-09-05 12:10:00,14.37
2010-09-05 12:20:00,14.77
2010-09-05 12:30:00,14.81
2010-09-05 12:40:00,15.17
2010-09-05 12:50:00,15.22
2010-09-05 13:00:00,15.42
2010-09-05 13:10:00,15.36
2010-09-05 13:20:00,14.88
2010-09-05 13:30:00,15.37
2010-09-05 13:40:00,15.01
2010-09-05 13:50:00,15.34
2010-09-05 14:00:00,15.2
2010-09-05 14:10:00,15.58
2010-09-05 14:20:00,15.27
2010-09-05 14:30:00,15.45
2010-09-05 14:40:00,15.72
2010-09-05 14:50:00,16.06
2010-09-05 15:00:00,15.95
2010-09-05 15:10:00,16.08
2010-09-05 15:20:00,16.1
2010-09-05 15:30:00,16.19
2010-09-05 15:40:00,16.22
2010-09-05 15:50:00,16.19
2010-09-05 16:00:00,16.29
2010-09-05 16:10:00,15.57
2010-09-05 16:20:00,15.12
2010-09-05 16:30:00,15.0
2010-09-05 16:40:00,14.9
2010-09-05 16:50:00,14.8
2010-09-05 17:00:00,14.71
2010-09-05 17:10:00,14.59
2010-09-05 17:20:00,14.45
2010-09-05 17:30:00,14.34
2010-09-05 17:40:00,14.16
2010-09-05 17:50:00,14.08
2010-09-05 18:00:00,14.04
2010-09-05 18:10:00,14.01
2010-09-05 18:20:00,13.91
2010-09-05 18:30:00,13.65
2010-09-05 18:40:00,13.35
2010-09-05 18:50:00,13.03
2010-09-05 19:00:00,12.99
2010-09-05 19:10:00,12.95
2010-09-05 19:20:00,12.82
2010-09-05 19:30:00,12.52
2010-09-05 19:40:00,12.3
2010-09-05 19:50:00,12.15
2010-09-05 20:00:00,12.07
2010-09-05 20:10:00,11.95
2010-09-05 20:20:00,11.8
2010-09-05 20:30:00,11.67
2010-09-05 20:40:00,11.6
2010-09-05 20:50:00,11.59
2010-09-05 21:00:00,11.55
2010-09-05 21:10:00,11.41
2010-09-05 21:20:00,11.3
2010-09-05 21:30:00,11.12
2010-09-05 21:40:00,10.93
2010-09-05 21:50:00,10.67
2010-09-05 22:00:00,10.49
2010-09-05 22:10:00,10.61
2010-09-05 22:20:00,10.74
2010-09-05 22:30:00,10.74
2010-09-05 22:40:00,10.6
2010-09-05 22:50:00,10.48
2010-09-05 23:00:00,10.33
2010-09-05 23:10:00,9.85
2010-09-05 23:20:00,9.41
2010-09-05 23:30:00,9.15
2010-09-05 23:40:00,9.1
2010-09-05 23:50:00,8.62
2010-09-06 00:00:00,8.43
2010-09-06 00:10:00,8.14
2010-09-06 00:20:00,7.93
2010-09-06 00:30:00,7.76
2010-09-06 00:40:00,7.58
2010-09-06 00:50:00,7.47
2010-09-06 01:00:00,7.35
2010-09-06 01:10:00,7.1
2010-09-06 01:20:00,7.02
2010-09-06 01:30:00,6.78
2010-09-06 01:40:00,6.65
2010-09-06 01:50:00,6.56
2010-09-06 02:00:00,6.44
2010-09-06 02:10:00,6.4
2010-09-06 02:20:00,6.44
2010-09-06 02:30:00,6.2
2010-09-06 02:40:00,5.88
2010-09-06 02:50:00,5.78
2010-09-06 03:00:00,5.82
2010-09-06 03:10:00,5.78
2010-09-06 03:20:00,5.68
