timestamp,temperature
2011-02-05 17:30:00,8.67
2011-02-05 17:40:00,8.67
2011-02-05 17:50:00,8.67
2011-02-05 18:00:00,8.64
2011-02-05 18:10:00,8.64
2011-02-05 18:20:00,8.64
2011-02-05 18:30:00,8.57
2011-02-05 18:40:00,8.57
2011-02-05 18:50:00,8.52
2011-02-05 19:00:00,8.53
2011-02-05 19:10:00,8.53
2011-02-05 19:20:00,8.56
2011-02-05 19:30:00,8.5
2011-02-05 19:40:00,8.5
2011-02-05 19:50:00,8.45
2011-02-05 20:00:00,8.49
2011-02-05 20:10:00,8.51
2011-02-05 20:20:00,8.52
2011-02-05 20:30:00,8.46
2011-02-05 20:40:00,8.4
2011-02-05 20:50:00,8.4
2011-02-05 21:00:00,8.41
2011-02-05 21:10:00,8.44
2011-02-05 21:20:00,8.47
2011-02-05 21:30:00,8.47
2011-02-05 21:40:00,8.54
2011-02-05 21:50:00,8.56
2011-02-05 22:00:00,8.58
2011-02-05 22:10:00,8.64
2011-02-05 22:20:00,8.63
2011-02-05 22:30:00,8.65
2011-02-05 22:40:00,8.68
2011-02-05 22:50:00,8.72
2011-02-05 23:00:00,8.75
2011-02-05 23:10:00,8.79
2011-02-05 23:20:00,8.81
2011-02-05 23:30:00,8.77
2011-02-05 23:40:00,8.76
2011-02-05 23:50:00,8.81
2011-02-06 00:00:00,8.77
2011-02-06 00:10:00,8.72
2011-02-06 00:20:00,8.71
2011-02-06 00:30:00,8.72
2011-02-06 00:40:00,8.75
2011-02-06 00:50:00,8.74
2011-02-06 01:00:00,8.78
2011-02-06 01:10:00,8.89
2011-02-06 01:20:00,8.94
2011-02-06 01:30:00,8.98
2011-02-06 01:40:00,8.98
2011-02-06 01:50:00,8.94
2011-02-06 02:00:00,8.95
2011-02-06 02:10:00,8.92
2011-02-06 02:20:00,8.99
2011-02-06 02:30:00,9.04
2011-02-06 02:40:00,9.05
2011-02-06 02:50:00,9.07
2011-02-06 03:00:00,9.03
