index,timestamp,original_temperature,damaged_temperature,reconstructed_temperature,mask,scenario,block_position,missing_rate,method
0,2009-01-01 00:10:00,-8.020000,-8.020000,-8.020000,0,block_middle,middle,0.20,linear_interpolation
1,2009-01-01 00:20:00,-8.410000,-8.410000,-8.410000,0,block_middle,middle,0.20,linear_interpolation
2,2009-01-01 00:30:00,-8.510000,-8.510000,-8.510000,0,block_middle,middle,0.20,linear_interpolation
3,2009-01-01 00:40:00,-8.310000,-8.310000,-8.310000,0,block_middle,middle,0.20,linear_interpolation
4,2009-01-01 00:50:00,-8.270000,-8.270000,-8.270000,0,block_middle,middle,0.20,linear_interpolation
5,2009-01-01 01:00:00,-8.050000,-8.050000,-8.050000,0,block_middle,middle,0.20,linear_interpolation
6,2009-01-01 01:10:00,-7.620000,-7.620000,-7.620000,0,block_middle,middle,0.20,linear_interpolation
7,2009-01-01 01:20:00,-7.620000,-7.620000,-7.620000,0,block_middle,middle,0.20,linear_interpolation
8,2009-01-01 01:30:00,-7.910000,-7.910000,-7.910000,0,block_middle,middle,0.20,linear_interpolation
9,2009-01-01 01:40:00,-8.430000,-8.430000,-8.430000,0,block_middle,middle,0.20,linear_interpolation
10,2009-01-01 01:50:00,-8.760000,-8.760000,-8.760000,0,block_middle,middle,0.20,linear_interpolation
11,2009-01-01 02:00:00,-8.880000,-8.880000,-8.880000,0,block_middle,middle,0.20,linear_interpolation
12,2009-01-01 02:10:00,-8.850000,-8.850000,-8.850000,0,block_middle,middle,0.20,linear_interpolation
13,2009-01-01 02:20:00,-8.830000,-8.830000,-8.830000,0,block_middle,middle,0.20,linear_interpolation
14,2009-01-01 02:30:00,-8.660000,-8.660000,-8.660000,0,block_middle,middle,0.20,linear_interpolation
15,2009-01-01 02:40:00,-8.660000,-8.660000,-8.660000,0,block_middle,middle,0.20,linear_interpolation
16,2009-01-01 02:50:00,-8.700000,-8.700000,-8.700000,0,block_middle,middle,0.20,linear_interpolation
17,2009-01-01 03:00:00,-8.810000,-8.810000,-8.810000,0,block_middle,middle,0.20,linear_interpolation
18,2009-01-01 03:10:00,-8.840000,-8.840000,-8.840000,0,block_middle,middle,0.20,linear_interpolation
19,2009-01-01 03:20:00,-8.940000,-8.940000,-8.940000,0,block_middle,middle,0.20,linear_interpolation
20,2009-01-01 03:30:00,-8.940000,-8.940000,-8.940000,0,block_middle,middle,0.20,linear_interpolation
21,2009-01-01 03:40:00,-8.860000,-8.860000,-8.860000,0,block_middle,middle,0.20,linear_interpolation
22,2009-01-01 03:50:00,-8.990000,-8.990000,-8.990000,0,block_middle,middle,0.20,linear_interpolation
23,2009-01-01 04:00:00,-9.050000,-9.050000,-9.050000,0,block_middle,middle,0.20,linear_interpolation
24,2009-01-01 04:10:00,-9.230000,-9.230000,-9.230000,0,block_middle,middle,0.20,linear_interpolation
25,2009-01-01 04:20:00,-9.490000,-9.490000,-9.490000,0,block_middle,middle,0.20,linear_interpolation
26,2009-01-01 04:30:00,-9.500000,-9.500000,-9.500000,0,block_middle,middle,0.20,linear_interpolation
27,2009-01-01 04:40:00,-9.350000,-9.350000,-9.350000,0,block_middle,middle,0.20,linear_interpolation
28,2009-01-01 04:50:00,-9.470000,-9.470000,-9.470000,0,block_middle,middle,0.20,linear_interpolation
29,2009-01-01 05:00:00,-9.630000,-9.630000,-9.630000,0,block_middle,middle,0.20,linear_interpolation
30,2009-01-01 05:10:00,-9.670000,-9.670000,-9.670000,0,block_middle,middle,0.20,linear_interpolation
31,2009-01-01 05:20:00,-9.680000,-9.680000,-9.680000,0,block_middle,middle,0.20,linear_interpolation
32,2009-01-01 05:30:00,-9.900000,-9.900000,-9.900000,0,block_middle,middle,0.20,linear_interpolation
33,2009-01-01 05:40:00,-9.910000,-9.910000,-9.910000,0,block_middle,middle,0.20,linear_interpolation
34,2009-01-01 05:50:00,-9.510000,-9.510000,-9.510000,0,block_middle,middle,0.20,linear_interpolation
35,2009-01-01 06:00:00,-9.670000,-9.670000,-9.670000,0,block_middle,middle,0.20,linear_interpolation
36,2009-01-01 06:10:00,-9.590000,-9.590000,-9.590000,0,block_middle,middle,0.20,linear_interpolation
37,2009-01-01 06:20:00,-9.150000,-9.150000,-9.150000,0,block_middle,middle,0.20,linear_interpolation
38,2009-01-01 06:30:00,-8.910000,-8.910000,-8.910000,0,block_middle,middle,0.20,linear_interpolation
39,2009-01-01 06:40:00,-9.040000,-9.040000,-9.040000,0,block_middle,middle,0.20,linear_interpolation
40,2009-01-01 06:50:00,-9.430000,-9.430000,-9.430000,0,block_middle,middle,0.20,linear_interpolation
41,2009-01-01 07:00:00,-9.170000,-9.170000,-9.170000,0,block_middle,middle,0.20,linear_interpolation
42,2009-01-01 07:10:00,-8.710000,-8.710000,-8.710000,0,block_middle,middle,0.20,linear_interpolation
43,2009-01-01 07:20:00,-8.550000,-8.550000,-8.550000,0,block_middle,middle,0.20,linear_interpolation
44,2009-01-01 07:30:00,-8.400000,-8.400000,-8.400000,0,block_middle,middle,0.20,linear_interpolation
45,2009-01-01 07:40:00,-8.300000,-8.300000,-8.300000,0,block_middle,middle,0.20,linear_interpolation
46,2009-01-01 07:50:00,-8.130000,-8.130000,-8.130000,0,block_middle,middle,0.20,linear_interpolation
47,2009-01-01 08:00:00,-8.100000,-8.100000,-8.100000,0,block_middle,middle,0.20,linear_interpolation
48,2009-01-01 08:10:00,-8.140000,-8.140000,-8.140000,0,block_middle,middle,0.20,linear_interpolation
49,2009-01-01 08:20:00,-8.060000,-8.060000,-8.060000,0,block_middle,middle,0.20,linear_interpolation
50,2009-01-01 08:30:00,-7.950000,-7.950000,-7.950000,0,block_middle,middle,0.20,linear_interpolation
51,2009-01-01 08:40:00,-7.740000,-7.740000,-7.740000,0,block_middle,middle,0.20,linear_interpolation
52,2009-01-01 08:50:00,-7.570000,-7.570000,-7.570000,0,block_middle,middle,0.20,linear_interpolation
53,2009-01-01 09:00:00,-7.660000,-7.660000,-7.660000,0,block_middle,middle,0.20,linear_interpolation
54,2009-01-01 09:10:00,-7.710000,-7.710000,-7.710000,0,block_middle,middle,0.20,linear_interpolation
55,2009-01-01 09:20:00,-7.560000,-7.560000,-7.560000,0,block_middle,middle,0.20,linear_interpolation
56,2009-01-01 09:30:00,-7.290000,-7.290000,-7.290000,0,block_middle,middle,0.20,linear_interpolation
57,2009-01-01 09:40:00,-7.150000,-7.150000,-7.150000,0,block_middle,middle,0.20,linear_interpolation
58,2009-01-01 09:50:00,-7.020000,-7.020000,-7.020000,0,block_middle,middle,0.20,linear_interpolation
59,2009-01-01 10:00:00,-7.040000,-7.040000,-7.040000,0,block_middle,middle,0.20,linear_interpolation
60,2009-01-01 10:10:00,-7.030000,-7.030000,-7.030000,0,block_middle,middle,0.20,linear_interpolation
61,2009-01-01 10:20:00,-7.150000,-7.150000,-7.150000,0,block_middle,middle,0.20,linear_interpolation
