index,timestamp,original_temperature,damaged_temperature,reconstructed_temperature,mask,scenario,block_position,missing_rate,method
0,2009-01-01 00:10:00,-8.020000,-8.020000,-8.020000,0,random,none,0.20,moving_average
1,2009-01-01 00:20:00,-8.410000,-8.410000,-8.410000,0,random,none,0.20,moving_average
2,2009-01-01 00:30:00,-8.510000,,-7.991429,1,random,none,0.20,moving_average
3,2009-01-01 00:40:00,-8.310000,-8.310000,-8.310000,0,random,none,0.20,moving_average
4,2009-01-01 00:50:00,-8.270000,,-8.125556,1,random,none,0.20,moving_average
5,2009-01-01 01:00:00,-8.050000,-8.050000,-8.050000,0,random,none,0.20,moving_average
6,2009-01-01 01:10:00,-7.620000,-7.620000,-7.620000,0,random,none,0.20,moving_average
7,2009-01-01 01:20:00,-7.620000,-7.620000,-7.620000,0,random,none,0.20,moving_average
8,2009-01-01 01:30:00,-7.910000,-7.910000,-7.910000,0,random,none,0.20,moving_average
9,2009-01-01 01:40:00,-8.430000,-8.430000,-8.430000,0,random,none,0.20,moving_average
10,2009-01-01 01:50:00,-8.760000,-8.760000,-8.760000,0,random,none,0.20,moving_average
11,2009-01-01 02:00:00,-8.880000,-8.880000,-8.880000,0,random,none,0.20,moving_average
12,2009-01-01 02:10:00,-8.850000,,-8.446364,1,random,none,0.20,moving_average
13,2009-01-01 02:20:00,-8.830000,-8.830000,-8.830000,0,random,none,0.20,moving_average
14,2009-01-01 02:30:00,-8.660000,-8.660000,-8.660000,0,random,none,0.20,moving_average
15,2009-01-01 02:40:00,-8.660000,-8.660000,-8.660000,0,random,none,0.20,moving_average
16,2009-01-01 02:50:00,-8.700000,-8.700000,-8.700000,0,random,none,0.20,moving_average
17,2009-01-01 03:00:00,-8.810000,,-8.850000,1,random,none,0.20,moving_average
18,2009-01-01 03:10:00,-8.840000,-8.840000,-8.840000,0,random,none,0.20,moving_average
19,2009-01-01 03:20:00,-8.940000,-8.940000,-8.940000,0,random,none,0.20,moving_average
20,2009-01-01 03:30:00,-8.940000,-8.940000,-8.940000,0,random,none,0.20,moving_average
21,2009-01-01 03:40:00,-8.860000,-8.860000,-8.860000,0,random,none,0.20,moving_average
22,2009-01-01 03:50:00,-8.990000,-8.990000,-8.990000,0,random,none,0.20,moving_average
23,2009-01-01 04:00:00,-9.050000,-9.050000,-9.050000,0,random,none,0.20,moving_average
24,2009-01-01 04:10:00,-9.230000,,-9.227500,1,random,none,0.20,moving_average
25,2009-01-01 04:20:00,-9.490000,-9.490000,-9.490000,0,random,none,0.20,moving_average
26,2009-01-01 04:30:00,-9.500000,-9.500000,-9.500000,0,random,none,0.20,moving_average
27,2009-01-01 04:40:00,-9.350000,-9.350000,-9.350000,0,random,none,0.20,moving_average
28,2009-01-01 04:50:00,-9.470000,-9.470000,-9.470000,0,random,none,0.20,moving_average
29,2009-01-01 05:00:00,-9.630000,-9.630000,-9.630000,0,random,none,0.20,moving_average
30,2009-01-01 05:10:00,-9.670000,-9.670000,-9.670000,0,random,none,0.20,moving_average
31,2009-01-01 05:20:00,-9.680000,-9.680000,-9.680000,0,random,none,0.20,moving_average
32,2009-01-01 05:30:00,-9.900000,,-9.503333,1,random,none,0.20,moving_average
33,2009-01-01 05:40:00,-9.910000,-9.910000,-9.910000,0,random,none,0.20,moving_average
34,2009-01-01 05:50:00,-9.510000,-9.510000,-9.510000,0,random,none,0.20,moving_average
