index,timestamp,original_temperature,damaged_temperature,reconstructed_temperature,mask,scenario,block_position,missing_rate,method
0,2009-01-01 00:10:00,-8.020000,-8.020000,-8.020000,0,block,none,0.40,cubic_interpolation
1,2009-01-01 00:20:00,-8.410000,-8.410000,-8.410000,0,block,none,0.40,cubic_interpolation
2,2009-01-01 00:30:00,-8.510000,-8.510000,-8.510000,0,block,none,0.40,cubic_interpolation
3,2009-01-01 00:40:00,-8.310000,-8.310000,-8.310000,0,block,none,0.40,cubic_interpolation
4,2009-01-01 00:50:00,-8.270000,-8.270000,-8.270000,0,block,none,0.40,cubic_interpolation
5,2009-01-01 01:00:00,-8.050000,-8.050000,-8.050000,0,block,none,0.40,cubic_interpolation
6,2009-01-01 01:10:00,-7.620000,-7.620000,-7.620000,0,block,none,0.40,cubic_interpolation
7,2009-01-01 01:20:00,-7.620000,-7.620000,-7.620000,0,block,none,0.40,cubic_interpolation
8,2009-01-01 01:30:00,-7.910000,-7.910000,-7.910000,0,block,none,0.40,cubic_interpolation
9,2009-01-01 01:40:00,-8.430000,-8.430000,-8.430000,0,block,none,0.40,cubic_interpolation
10,2009-01-01 01:50:00,-8.760000,-8.760000,-8.760000,0,block,none,0.40,cubic_interpolation
11,2009-01-01 02:00:00,-8.880000,-8.880000,-8.880000,0,block,none,0.40,cubic_interpolation
12,2009-01-01 02:10:00,-8.850000,-8.850000,-8.850000,0,block,none,0.40,cubic_interpolation
13,2009-01-01 02:20:00,-8.830000,-8.830000,-8.830000,0,block,none,0.40,cubic_interpolation
14,2009-01-01 02:30:00,-8.660000,-8.660000,-8.660000,0,block,none,0.40,cubic_interpolation
15,2009-01-01 02:40:00,-8.660000,-8.660000,-8.660000,0,block,none,0.40,cubic_interpolation
16,2009-01-01 02:50:00,-8.700000,-8.700000,-8.700000,0,block,none,0.40,cubic_interpolation
17,2009-01-01 03:00:00,-8.810000,-8.810000,-8.810000,0,block,none,0.40,cubic_interpolation
18,2009-01-01 03:10:00,-8.840000,-8.840000,-8.840000,0,block,none,0.40,cubic_interpolation
19,2009-01-01 03:20:00,-8.940000,-8.940000,-8.940000,0,block,none,0.40,cubic_interpolation
20,2009-01-01 03:30:00,-8.940000,-8.940000,-8.940000,0,block,none,0.40,cubic_interpolation
21,2009-01-01 03:40:00,-8.860000,-8.860000,-8.860000,0,block,none,0.40,cubic_interpolation
22,2009-01-01 03:50:00,-8.990000,-8.990000,-8.990000,0,block,none,0.40,cubic_interpolation
23,2009-01-01 04:00:00,-9.050000,-9.050000,-9.050000,0,block,none,0.40,cubic_interpolation
24,2009-01-01 04:10:00,-9.230000,-9.230000,-9.230000,0,block,none,0.40,cubic_interpolation
25,2009-01-01 04:20:00,-9.490000,-9.490000,-9.490000,0,block,none,0.40,cubic_interpolation
26,2009-01-01 04:30:00,-9.500000,-9.500000,-9.500000,0,block,none,0.40,cubic_interpolation
27,2009-01-01 04:40:00,-9.350000,-9.350000,-9.350000,0,block,none,0.40,cubic_interpolation
28,2009-01-01 04:50:00,-9.470000,-9.470000,-9.470000,0,block,none,0.40,cubic_interpolation
29,2009-01-01 05:00:00,-9.630000,-9.630000,-9.630000,0,block,none,0.40,cubic_interpolation
30,2009-01-01 05:10:00,-9.670000,-9.670000,-9.670000,0,block,none,0.40,cubic_interpolation
31,2009-01-01 05:20:00,-9.680000,-9.680000,-9.680000,0,block,none,0.40,cubic_interpolation
32,2009-01-01 05:30:00,-9.900000,-9.900000,-9.900000,0,block,none,0.40,cubic_interpolation
33,2009-01-01 05:40:00,-9.910000,-9.910000,-9.910000,0,block,none,0.40,cubic_interpolation
34,2009-01-01 05:50:00,-9.510000,-9.510000,-9.510000,0,block,none,0.40,cubic_interpolation
35,2009-01-01 06:00:00,-9.670000,-9.670000,-9.670000,0,block,none,0.40,cubic_interpolation
36,2009-01-01 06:10:00,-9.590000,-9.590000,-9.590000,0,block,none,0.40,cubic_interpolation
37,2009-01-01 06:20:00,-9.150000,-9.150000,-9.150000,0,block,none,0.40,cubic_interpolation
38,2009-01-01 06:30:00,-8.910000,-8.910000,-8.910000,0,block,none,0.40,cubic_interpolation
39,2009-01-01 06:40:00,-9.040000,-9.040000,-9.040000,0,block,none,0.40,cubic_interpolation
40,2009-01-01 06:50:00,-9.430000,-9.430000,-9.430000,0,block,none,0.40,cubic_interpolation
41,2009-01-01 07:00:00,-9.170000,-9.170000,-9.170000,0,block,none,0.40,cubic_interpolation
42,2009-01-01 07:10:00,-8.710000,-8.710000,-8.710000,0,block,none,0.40,cubic_interpolation
43,2009-01-01 07:20:00,-8.550000,-8.550000,-8.550000,0,block,none,0.40,cubic_interpolation
44,2009-01-01 07:30:00,-8.400000,-8.400000,-8.400000,0,block,none,0.40,cubic_interpolation
45,2009-01-01 07:40:00,-8.300000,-8.300000,-8.300000,0,block,none,0.40,cubic_interpolation
46,2009-01-01 07:50:00,-8.130000,-8.130000,-8.130000,0,block,none,0.40,cubic_interpolation
47,2009-01-01 08:00:00,-8.100000,-8.100000,-8.100000,0,block,none,0.40,cubic_interpolation
48,2009-01-01 08:10:00,-8.140000,-8.140000,-8.140000,0,block,none,0.40,cubic_interpolation
49,2009-01-01 08:20:00,-8.060000,-8.060000,-8.060000,0,block,none,0.40,cubic_interpolation
50,2009-01-01 08:30:00,-7.950000,-7.950000,-7.950000,0,block,none,0.40,cubic_interpolation
51,2009-01-01 08:40:00,-7.740000,-7.740000,-7.740000,0,block,none,0.40,cubic_interpolation
52,2009-01-01 08:50:00,-7.570000,-7.570000,-7.570000,0,block,none,0.40,cubic_interpolation
53,2009-01-01 09:00:00,-7.660000,-7.660000,-7.660000,0,block,none,0.40,cubic_interpolation
54,2009-01-01 09:10:00,-7.710000,-7.710000,-7.710000,0,block,none,0.40,cubic_interpolation
55,2009-01-01 09:20:00,-7.560000,-7.560000,-7.560000,0,block,none,0.40,cubic_interpolation
56,2009-01-01 09:30:00,-7.290000,-7.290000,-7.290000,0,block,none,0.40,cubic_interpolation
57,2009-01-01 09:40:00,-7.150000,-7.150000,-7.150000,0,block,none,0.40,cubic_interpolation
58,2009-01-01 09:50:00,-7.020000,-7.020000,-7.020000,0,block,none,0.40,cubic_interpolation
59,2009-01-01 10:00:00,-7.040000,-7.040000,-7.040000,0,block,none,0.40,cubic_interpolation
60,2009-01-01 10:10:00,-7.030000,-7.030000,-7.030000,0,block,none,0.40,cubic_interpolation
61,2009-01-01 10:20:00,-7.150000,-7.150000,-7.150000,0,block,none,0.40,cubic_interpolation
62,2009-01-01 10:30:00,-7.260000,-7.260000,-7.260000,0,block,none,0.40,cubic_interpolation
63,2009-01-01 10:40:00,-7.340000,-7.340000,-7.340000,0,block,none,0.40,cubic_interpolation
64,2009-01-01 10:50:00,-7.350000,-7.350000,-7.350000,0,block,none,0.40,cubic_interpolation
65,2009-01-01 11:00:00,-7.410000,-7.410000,-7.410000,0,block,none,0.40,cubic_interpolation
66,2009-01-01 11:10:00,-7.480000,-7.480000,-7.480000,0,block,none,0.40,cubic_interpolation
67,2009-01-01 11:20:00,-7.380000,-7.380000,-7.380000,0,block,none,0.40,cubic_interpolation
68,2009-01-01 11:30:00,-7.210000,-7.210000,-7.210000,0,block,none,0.40,cubic_interpolation
69,2009-01-01 11:40:00,-7.160000,-7.160000,-7.160000,0,block,none,0.40,cubic_interpolation
70,2009-01-01 11:50:00,-7.030000,-7.030000,-7.030000,0,block,none,0.40,cubic_interpolation
71,2009-01-01 12:00:00,-6.870000,-6.870000,-6.870000,0,block,none,0.40,cubic_interpolation
72,2009-01-01 12:10:00,-6.770000,-6.770000,-6.770000,0,block,none,0.40,cubic_interpolation
73,2009-01-01 12:20:00,-6.700000,-6.700000,-6.700000,0,block,none,0.40,cubic_interpolation
74,2009-01-01 12:30:00,-6.610000,-6.610000,-6.610000,0,block,none,0.40,cubic_interpolation
75,2009-01-01 12:40:00,-6.510000,-6.510000,-6.510000,0,block,none,0.40,cubic_interpolation
76,2009-01-01 12:50:00,-6.210000,-6.210000,-6.210000,0,block,none,0.40,cubic_interpolation
77,2009-01-01 13:00:00,-5.890000,-5.890000,-5.890000,0,block,none,0.40,cubic_interpolation
78,2009-01-01 13:10:00,-5.830000,-5.830000,-5.830000,0,block,none,0.40,cubic_interpolation
79,2009-01-01 13:20:00,-5.760000,-5.760000,-5.760000,0,block,none,0.40,cubic_interpolation
80,2009-01-01 13:30:00,-5.900000,-5.900000,-5.900000,0,block,none,0.40,cubic_interpolation
81,2009-01-01 13:40:00,-5.970000,-5.970000,-5.970000,0,block,none,0.40,cubic_interpolation
82,2009-01-01 13:50:00,-5.880000,-5.880000,-5.880000,0,block,none,0.40,cubic_interpolation
83,2009-01-01 14:00:00,-5.940000,-5.940000,-5.940000,0,block,none,0.40,cubic_interpolation
84,2009-01-01 14:10:00,-5.840000,-5.840000,-5.840000,0,block,none,0.40,cubic_interpolation
85,2009-01-01 14:20:00,-5.760000,-5.760000,-5.760000,0,block,none,0.40,cubic_interpolation
86,2009-01-01 14:30:00,-5.750000,-5.750000,-5.750000,0,block,none,0.40,cubic_interpolation
87,2009-01-01 14:40:00,-5.760000,-5.760000,-5.760000,0,block,none,0.40,cubic_interpolation
88,2009-01-01 14:50:00,-5.730000,-5.730000,-5.730000,0,block,none,0.40,cubic_interpolation
89,2009-01-01 15:00:00,-5.690000,-5.690000,-5.690000,0,block,none,0.40,cubic_interpolation
90,2009-01-01 15:10:00,-5.530000,-5.530000,-5.530000,0,block,none,0.40,cubic_interpolation
91,2009-01-01 15:20:00,-5.570000,-5.570000,-5.570000,0,block,none,0.40,cubic_interpolation
92,2009-01-01 15:30:00,-5.430000,-5.430000,-5.430000,0,block,none,0.40,cubic_interpolation
93,2009-01-01 15:40:00,-5.320000,-5.320000,-5.320000,0,block,none,0.40,cubic_interpolation
94,2009-01-01 15:50:00,-5.360000,-5.360000,-5.360000,0,block,none,0.40,cubic_interpolation
95,2009-01-01 16:00:00,-5.400000,-5.400000,-5.400000,0,block,none,0.40,cubic_interpolation
96,2009-01-01 16:10:00,-5.310000,-5.310000,-5.310000,0,block,none,0.40,cubic_interpolation
97,2009-01-01 16:20:00,-5.280000,-5.280000,-5.280000,0,block,none,0.40,cubic_interpolation
98,2009-01-01 16:30:00,-5.320000,-5.320000,-5.320000,0,block,none,0.40,cubic_interpolation
99,2009-01-01 16:40:00,-5.290000,-5.290000,-5.290000,0,block,none,0.40,cubic_interpolation
100,2009-01-01 16:50:00,-5.330000,-5.330000,-5.330000,0,block,none,0.40,cubic_interpolation
101,2009-01-01 17:00:00,-5.370000,-5.370000,-5.370000,0,block,none,0.40,cubic_interpolation
102,2009-01-01 17:10:00,-5.430000,-5.430000,-5.430000,0,block,none,0.40,cubic_interpolation
103,2009-01-01 17:20:00,-5.280000,-5.280000,-5.280000,0,block,none,0.40,cubic_interpolation
104,2009-01-01 17:30:00,-5.210000,-5.210000,-5.210000,0,block,none,0.40,cubic_interpolation
105,2009-01-01 17:40:00,-5.210000,-5.210000,-5.210000,0,block,none,0.40,cubic_interpolation
106,2009-01-01 17:50:00,-5.240000,-5.240000,-5.240000,0,block,none,0.40,cubic_interpolation
107,2009-01-01 18:00:00,-5.250000,-5.250000,-5.250000,0,block,none,0.40,cubic_interpolation
108,2009-01-01 18:10:00,-5.160000,-5.160000,-5.160000,0,block,none,0.40,cubic_interpolation
109,2009-01-01 18:20:00,-5.120000,-5.120000,-5.120000,0,block,none,0.40,cubic_interpolation
110,2009-01-01 18:30:00,-5.040000,-5.040000,-5.040000,0,block,none,0.40,cubic_interpolation
111,2009-01-01 18:40:00,-5.010000,-5.010000,-5.010000,0,block,none,0.40,cubic_interpolation
112,2009-01-01 18:50:00,-5.120000,-5.120000,-5.120000,0,block,none,0.40,cubic_interpolation
113,2009-01-01 19:00:00,-5.110000,-5.110000,-5.110000,0,block,none,0.40,cubic_interpolation
114,2009-01-01 19:10:00,-4.900000,-4.900000,-4.900000,0,block,none,0.40,cubic_interpolation
115,2009-01-01 19:20:00,-4.860000,-4.860000,-4.860000,0,block,none,0.40,cubic_interpolation
116,2009-01-01 19:30:00,-4.900000,-4.900000,-4.900000,0,block,none,0.40,cubic_interpolation
117,2009-01-01 19:40:00,-4.970000,-4.970000,-4.970000,0,block,none,0.40,cubic_interpolation
