timestamp,temperature
2009-01-01 00:10:00,-8.02
2009-01-01 00:20:00,-8.41
2009-01-01 00:30:00,-8.51
2009-01-01 00:40:00,-8.31
2009-01-01 00:50:00,-8.27
2009-01-01 01:00:00,-8.05
2009-01-01 01:10:00,-7.62
2009-01-01 01:20:00,-7.62
2009-01-01 01:30:00,-7.91
2009-01-01 01:40:00,-8.43
2009-01-01 01:50:00,-8.76
2009-01-01 02:00:00,-8.88
2009-01-01 02:10:00,-8.85
2009-01-01 02:20:00,-8.83
2009-01-01 02:30:00,-8.66
2009-01-01 02:40:00,-8.66
2009-01-01 02:50:00,-8.7
2009-01-01 03:00:00,-8.81
2009-01-01 03:10:00,-8.84
2009-01-01 03:20:00,-8.94
2009-01-01 03:30:00,-8.94
2009-01-01 03:40:00,-8.86
2009-01-01 03:50:00,-8.99
2009-01-01 04:00:00,-9.05
2009-01-01 04:10:00,-9.23
2009-01-01 04:20:00,-9.49
2009-01-01 04:30:00,-9.5
2009-01-01 04:40:00,-9.35
2009-01-01 04:50:00,-9.47
2009-01-01 05:00:00,-9.63
2009-01-01 05:10:00,-9.67
2009-01-01 05:20:00,-9.68
2009-01-01 05:30:00,-9.9
2009-01-01 05:40:00,-9.91
2009-01-01 05:50:00,-9.51
2009-01-01 06:00:00,-9.67
2009-01-01 06:10:00,-9.59
2009-01-01 06:20:00,-9.15
2009-01-01 06:30:00,-8.91
2009-01-01 06:40:00,-9.04
2009-01-01 06:50:00,-9.43
2009-01-01 07:00:00,-9.17
2009-01-01 07:10:00,-8.71
2009-01-01 07:20:00,-8.55
2009-01-01 07:30:00,-8.4
2009-01-01 07:40:00,-8.3
2009-01-01 07:50:00,-8.13
2009-01-01 08:00:00,-8.1
2009-01-01 08:10:00,-8.14
2009-01-01 08:20:00,-8.06
2009-01-01 08:30:00,-7.95
2009-01-01 08:40:00,-7.74
2009-01-01 08:50:00,-7.57
2009-01-01 09:00:00,-7.66
2009-01-01 09:10:00,-7.71
2009-01-01 09:20:00,-7.56
2009-01-01 09:30:00,-7.29
2009-01-01 09:40:00,-7.15
2009-01-01 09:50:00,-7.02
2009-01-01 10:00:00,-7.04
2009-01-01 10:10:00,-7.03
2009-01-01 10:20:00,-7.15
2009-01-01 10:30:00,-7.26
2009-01-01 10:40:00,-7.34
2009-01-01 10:50:00,-7.35
2009-01-01 11:00:00,-7.41
2009-01-01 11:10:00,-7.48
2009-01-01 11:20:00,-7.38
2009-01-01 11:30:00,-7.21
2009-01-01 11:40:00,-7.16
2009-01-01 11:50:00,-7.03
2009-01-01 12:00:00,-6.87
2009-01-01 12:10:00,-6.77
2009-01-01 12:20:00,-6.7
2009-01-01 12:30:00,-6.61
2009-01-01 12:40:00,-6.51
2009-01-01 12:50:00,-6.21
2009-01-01 13:00:00,-5.89
2009-01-01 13:10:00,-5.83
2009-01-01 13:20:00,-5.76
2009-01-01 13:30:00,-5.9
2009-01-01 13:40:00,-5.97
2009-01-01 13:50:00,-5.88
2009-01-01 14:00:00,-5.94
2009-01-01 14:10:00,-5.84
2009-01-01 14:20:00,-5.76
2009-01-01 14:30:00,-5.75
2009-01-01 14:40:00,-5.76
2009-01-01 14:50:00,-5.73
2009-01-01 15:00:00,-5.69
2009-01-01 15:10:00,-5.53
2009-01-01 15:20:00,-5.57
2009-01-01 15:30:00,-5.43
2009-01-01 15:40:00,-5.32
2009-01-01 15:50:00,-5.36
2009-01-01 16:00:00,-5.4
2009-01-01 16:10:00,-5.31
2009-01-01 16:20:00,-5.28
2009-01-01 16:30:00,-5.32
2009-01-01 16:40:00,-5.29
