index,timestamp,scenario,block_position,missing_rate_percent,method,original_temperature,damaged_temperature,reconstructed_temperature,error
1,2009-01-01 00:20:00,block_start,start,20,linear_interpolation,-8.41,,-8.00339,0.4066100000000006
2,2009-01-01 00:30:00,block_start,start,20,linear_interpolation,-8.51,,-7.98678,0.5232199999999994
3,2009-01-01 00:40:00,block_start,start,20,linear_interpolation,-8.31,,-7.970169,0.3398310000000002
4,2009-01-01 00:50:00,block_start,start,20,linear_interpolation,-8.27,,-7.953559,0.3164409999999993
5,2009-01-01 01:00:00,block_start,start,20,linear_interpolation,-8.05,,-7.936949,0.11305100000000046
6,2009-01-01 01:10:00,block_start,start,20,linear_interpolation,-7.62,,-7.920339,0.30033900000000013
7,2009-01-01 01:20:00,block_start,start,20,linear_interpolation,-7.62,,-7.903729,0.2837290000000001
8,2009-01-01 01:30:00,block_start,start,20,linear_interpolation,-7.91,,-7.887119,0.02288099999999993
9,2009-01-01 01:40:00,block_start,start,20,linear_interpolation,-8.43,,-7.870508,0.5594919999999997
10,2009-01-01 01:50:00,block_start,start,20,linear_interpolation,-8.76,,-7.853898,0.9061019999999997
11,2009-01-01 02:00:00,block_start,start,20,linear_interpolation,-8.88,,-7.837288,1.0427120000000007
12,2009-01-01 02:10:00,block_start,start,20,linear_interpolation,-8.85,,-7.820678,1.0293219999999996
13,2009-01-01 02:20:00,block_start,start,20,linear_interpolation,-8.83,,-7.804068,1.025932
14,2009-01-01 02:30:00,block_start,start,20,linear_interpolation,-8.66,,-7.787458,0.8725420000000002
15,2009-01-01 02:40:00,block_start,start,20,linear_interpolation,-8.66,,-7.770847,0.8891530000000003
16,2009-01-01 02:50:00,block_start,start,20,linear_interpolation,-8.7,,-7.754237,0.9457629999999995
17,2009-01-01 03:00:00,block_start,start,20,linear_interpolation,-8.81,,-7.737627,1.0723730000000007
18,2009-01-01 03:10:00,block_start,start,20,linear_interpolation,-8.84,,-7.721017,1.118983
19,2009-01-01 03:20:00,block_start,start,20,linear_interpolation,-8.94,,-7.704407,1.2355929999999997
20,2009-01-01 03:30:00,block_start,start,20,linear_interpolation,-8.94,,-7.687797,1.2522029999999997
21,2009-01-01 03:40:00,block_start,start,20,linear_interpolation,-8.86,,-7.671186,1.1888139999999998
22,2009-01-01 03:50:00,block_start,start,20,linear_interpolation,-8.99,,-7.654576,1.3354240000000006
23,2009-01-01 04:00:00,block_start,start,20,linear_interpolation,-9.05,,-7.637966,1.4120340000000011
24,2009-01-01 04:10:00,block_start,start,20,linear_interpolation,-9.23,,-7.621356,1.6086440000000009
25,2009-01-01 04:20:00,block_start,start,20,linear_interpolation,-9.49,,-7.604746,1.8852540000000007
26,2009-01-01 04:30:00,block_start,start,20,linear_interpolation,-9.5,,-7.588136,1.9118639999999996
27,2009-01-01 04:40:00,block_start,start,20,linear_interpolation,-9.35,,-7.571525,1.7784749999999994
28,2009-01-01 04:50:00,block_start,start,20,linear_interpolation,-9.47,,-7.554915,1.9150850000000004
29,2009-01-01 05:00:00,block_start,start,20,linear_interpolation,-9.63,,-7.538305,2.0916950000000005
30,2009-01-01 05:10:00,block_start,start,20,linear_interpolation,-9.67,,-7.521695,2.1483049999999997
31,2009-01-01 05:20:00,block_start,start,20,linear_interpolation,-9.68,,-7.505085,2.1749149999999995
32,2009-01-01 05:30:00,block_start,start,20,linear_interpolation,-9.9,,-7.488475,2.411525
33,2009-01-01 05:40:00,block_start,start,20,linear_interpolation,-9.91,,-7.471864,2.438136
34,2009-01-01 05:50:00,block_start,start,20,linear_interpolation,-9.51,,-7.455254,2.0547459999999997
35,2009-01-01 06:00:00,block_start,start,20,linear_interpolation,-9.67,,-7.438644,2.231356
36,2009-01-01 06:10:00,block_start,start,20,linear_interpolation,-9.59,,-7.422034,2.167966
37,2009-01-01 06:20:00,block_start,start,20,linear_interpolation,-9.15,,-7.405424,1.7445760000000003
38,2009-01-01 06:30:00,block_start,start,20,linear_interpolation,-8.91,,-7.388814,1.5211860000000001
39,2009-01-01 06:40:00,block_start,start,20,linear_interpolation,-9.04,,-7.372203,1.6677969999999993
40,2009-01-01 06:50:00,block_start,start,20,linear_interpolation,-9.43,,-7.355593,2.074407
41,2009-01-01 07:00:00,block_start,start,20,linear_interpolation,-9.17,,-7.338983,1.8310170000000001
42,2009-01-01 07:10:00,block_start,start,20,linear_interpolation,-8.71,,-7.322373,1.387627000000001
43,2009-01-01 07:20:00,block_start,start,20,linear_interpolation,-8.55,,-7.305763,1.244237000000001
44,2009-01-01 07:30:00,block_start,start,20,linear_interpolation,-8.4,,-7.289153,1.1108470000000006
45,2009-01-01 07:40:00,block_start,start,20,linear_interpolation,-8.3,,-7.272542,1.027458000000001
46,2009-01-01 07:50:00,block_start,start,20,linear_interpolation,-8.13,,-7.255932,0.8740680000000012
47,2009-01-01 08:00:00,block_start,start,20,linear_interpolation,-8.1,,-7.239322,0.860678
48,2009-01-01 08:10:00,block_start,start,20,linear_interpolation,-8.14,,-7.222712,0.917288000000001
49,2009-01-01 08:20:00,block_start,start,20,linear_interpolation,-8.06,,-7.206102,0.8538980000000009
50,2009-01-01 08:30:00,block_start,start,20,linear_interpolation,-7.95,,-7.189492,0.7605079999999997
51,2009-01-01 08:40:00,block_start,start,20,linear_interpolation,-7.74,,-7.172881,0.5671189999999999
52,2009-01-01 08:50:00,block_start,start,20,linear_interpolation,-7.57,,-7.156271,0.413729
53,2009-01-01 09:00:00,block_start,start,20,linear_interpolation,-7.66,,-7.139661,0.5203389999999999
54,2009-01-01 09:10:00,block_start,start,20,linear_interpolation,-7.71,,-7.123051,0.5869489999999997
55,2009-01-01 09:20:00,block_start,start,20,linear_interpolation,-7.56,,-7.106441,0.4535589999999994
56,2009-01-01 09:30:00,block_start,start,20,linear_interpolation,-7.29,,-7.089831,0.20016899999999982
57,2009-01-01 09:40:00,block_start,start,20,linear_interpolation,-7.15,,-7.07322,0.07678000000000029
58,2009-01-01 09:50:00,block_start,start,20,linear_interpolation,-7.02,,-7.05661,0.036610000000000475
